SCENARIO	INSTANCE	SEC_OBJECTIVE	NUM_VEHICLES	TOTAL_TRAVEL_TIME	TOTAL_TRAVELED_DISTANCE	CONFIGURATION
A1	rc101	TravelTime	13	1304.22832608062	1620.10962311051	0;52;99;57;22;24;74;0;0;64;76;51;84;56;66;91;0;0;69;98;88;53;78;60;0;0;72;42;61;81;90;0;0;14;47;15;16;11;9;10;13;17;0;0;33;28;30;85;50;89;0;0;65;59;75;86;87;97;58;77;0;0;39;36;44;40;38;41;43;37;35;0;0;82;12;73;79;6;55;68;0;0;83;23;21;19;18;49;20;48;25;0;0;45;5;2;7;8;46;3;1;4;100;70;0;0;63;31;29;27;26;34;32;93;80;0;0;92;95;62;67;71;94;96;54;0
A1	rc102	TravelTime	11	1185.03979103515	1444.91257932447	0;50;33;76;51;84;85;89;95;80;0;0;48;21;23;19;18;22;49;20;24;83;0;0;63;62;67;71;41;54;68;0;0;65;82;11;73;78;79;60;2;100;70;0;0;91;92;64;99;57;86;74;77;25;0;0;1;3;45;5;8;7;6;46;4;55;0;0;94;27;29;28;30;26;32;31;34;93;96;0;0;69;88;53;9;10;13;17;98;0;0;61;81;90;66;56;0;0;42;39;36;38;44;40;43;35;37;72;0;0;12;14;47;15;16;87;59;97;75;58;52;0
A1	rc103	TravelTime	10	990.806851487858	1215.6253550512	0;14;47;15;11;78;79;73;60;100;70;0;0;91;92;62;67;63;85;84;56;66;0;0;51;89;76;19;49;22;24;74;0;0;1;3;45;5;8;7;6;46;4;2;0;0;33;32;30;27;26;28;29;31;34;50;95;80;0;0;81;42;44;43;40;35;72;71;93;94;0;0;82;99;87;59;97;75;58;86;52;0;0;96;54;39;36;37;38;41;61;68;55;0;0;69;98;88;53;9;10;13;16;17;12;0;0;90;65;83;64;20;23;21;18;48;25;77;57;0
A1	rc104	TravelTime	9	911.025150728274	1101.93085575151	0;80;91;92;62;67;85;84;95;94;96;72;54;81;0;0;50;33;32;30;28;26;27;29;31;34;71;93;0;0;61;1;3;5;45;46;8;7;6;4;2;0;0;56;51;63;89;76;18;48;21;25;24;83;66;0;0;41;42;44;39;38;37;35;36;40;43;0;0;88;60;78;73;79;53;98;55;100;70;68;0;0;64;20;22;49;19;23;77;74;86;52;0;0;47;17;16;15;11;10;9;13;14;12;0;0;90;69;82;99;87;59;97;75;58;57;65;0
A1	rc105	TravelTime	13	1180.03021036784	1448.09179485973	0;33;27;29;30;28;26;32;31;34;50;80;0;0;90;99;52;86;74;77;0;0;64;57;87;59;97;75;58;0;0;98;53;55;68;0;0;88;79;73;17;0;0;2;45;3;1;5;8;6;7;46;4;100;0;0;71;81;61;41;72;54;93;96;0;0;94;62;67;84;51;56;91;0;0;65;83;19;23;18;22;49;20;66;0;0;92;95;85;63;76;89;48;21;25;24;0;0;42;39;36;44;38;40;37;35;43;0;0;69;11;9;10;13;0;0;82;12;14;15;16;47;78;60;70;0
A1	rc106	TravelTime	11	1043.52035607745	1320.5054879051	0;82;52;87;59;75;58;77;25;24;0;0;65;83;19;22;23;21;18;48;49;20;0;0;92;67;27;26;28;32;89;91;80;0;0;14;12;47;16;15;11;10;9;13;17;0;0;64;85;63;76;51;84;56;66;0;0;2;45;5;8;7;6;46;4;3;1;100;0;0;95;62;33;30;29;31;34;50;93;96;0;0;90;99;57;86;74;97;0;0;39;36;38;41;42;44;40;37;35;43;0;0;61;72;71;94;81;54;70;68;0;0;69;98;88;53;78;73;79;60;55;0
A1	rc107	TravelTime	10	969.52919443397	1214.99926912455	0;69;98;88;53;78;73;79;60;55;70;68;0;0;2;6;7;8;45;5;3;1;46;4;100;0;0;92;67;71;72;61;81;94;93;96;54;0;0;95;62;31;29;27;26;28;30;34;32;33;80;0;0;82;99;52;49;19;21;18;48;89;56;91;0;0;59;75;58;77;25;23;22;20;24;66;0;0;65;83;64;51;76;63;85;84;50;0;0;42;44;39;38;36;35;37;40;43;41;0;0;11;12;14;47;17;16;15;13;9;10;0;0;90;57;86;87;97;74;0
A1	rc108	TravelTime	9	899.438298750217	1106.94273025649	0;69;98;88;60;7;8;46;45;5;3;1;70;0;0;62;33;32;30;28;26;27;29;31;34;50;80;0;0;12;14;47;17;16;15;13;9;11;10;0;0;61;44;39;38;37;35;36;40;43;42;0;0;92;67;71;93;94;96;81;54;41;72;68;0;0;64;51;76;89;18;48;21;23;25;77;24;0;0;82;99;52;57;86;87;59;97;75;58;74;0;0;65;90;53;78;73;79;6;2;4;100;55;0;0;95;63;85;84;20;49;19;22;83;66;56;91;0
A1	rc201	TravelTime	3	1250.11056504656	1566.2457398716	0;92;95;63;33;28;27;29;31;30;62;67;71;44;61;40;38;41;81;94;84;56;50;34;32;26;89;48;24;25;77;58;0;0;42;36;39;72;45;5;2;98;12;11;15;16;73;7;88;90;99;53;78;79;8;6;46;3;55;68;96;37;35;43;54;93;91;80;0;0;65;59;47;14;82;69;64;83;52;75;23;21;19;18;76;85;51;22;86;87;9;57;49;20;66;10;74;97;13;17;60;4;1;70;100;0
A1	rc202	TravelTime	3	1004.49981193276	1272.99636683391	0;91;92;95;85;63;33;34;31;29;27;26;28;30;50;62;67;71;61;81;41;38;40;43;35;72;32;89;24;25;77;75;58;52;0;0;98;45;5;3;1;42;36;37;39;44;69;64;19;23;21;48;18;76;51;84;90;57;22;49;20;56;66;83;10;97;59;74;13;17;60;100;70;0;0;65;82;12;14;11;47;15;16;73;88;99;86;87;9;53;78;79;8;6;7;46;4;2;55;68;54;96;93;94;80;0
A1	rc203	TravelTime	3	800.301204102673	998.169037394727	0;90;65;64;51;85;63;89;76;18;48;23;21;19;49;22;20;84;56;66;57;52;10;12;14;47;17;16;13;74;59;97;75;58;77;25;24;83;0;0;91;92;95;50;34;31;29;27;26;28;33;32;30;62;67;96;44;43;40;41;38;37;35;72;71;93;94;80;0;0;81;54;36;39;42;1;45;46;7;60;15;11;69;88;98;82;99;86;87;9;53;78;73;79;8;6;4;5;3;2;55;68;61;70;100;0
A1	rc204	TravelTime	2	725.183448119491	916.089824399398	0;80;91;92;95;62;51;23;21;48;18;89;76;99;52;87;9;53;78;73;79;8;7;6;2;46;45;5;3;1;4;60;88;55;81;96;54;41;39;37;35;36;40;43;42;70;100;68;0;0;90;65;82;12;14;47;17;16;15;11;10;98;69;61;44;38;72;71;93;94;67;84;85;63;33;32;30;28;26;27;29;31;34;50;56;64;57;86;74;59;13;97;75;58;77;25;19;49;20;22;24;83;66;0
